,feature,importance
879,ORGANIZATION_TYPE_Restaurant,0.6000000000000001
880,ORGANIZATION_TYPE_School,7.000000000000001
881,ORGANIZATION_TYPE_Security,0.4
882,ORGANIZATION_TYPE_Security Ministries,4.8
883,ORGANIZATION_TYPE_Self-employed,15.0
884,ORGANIZATION_TYPE_Services,0.8
885,ORGANIZATION_TYPE_Telecom,0.0
886,ORGANIZATION_TYPE_Trade: type 1,0.2
887,ORGANIZATION_TYPE_Trade: type 2,3.6
888,ORGANIZATION_TYPE_Trade: type 3,0.2
889,ORGANIZATION_TYPE_Trade: type 4,0.0
890,ORGANIZATION_TYPE_Trade: type 5,0.0
891,ORGANIZATION_TYPE_Trade: type 6,0.8
892,ORGANIZATION_TYPE_Trade: type 7,0.4
893,ORGANIZATION_TYPE_Transport: type 1,0.6000000000000001
894,ORGANIZATION_TYPE_Transport: type 2,0.2
895,ORGANIZATION_TYPE_Transport: type 3,7.4
896,ORGANIZATION_TYPE_Transport: type 4,0.6000000000000001
897,ORGANIZATION_TYPE_University,0.8
898,ORGANIZATION_TYPE_XNA,0.0
899,NAME_INCOME_TYPE_Businessman,0.0
900,NAME_INCOME_TYPE_Commercial associate,1.4000000000000001
901,NAME_INCOME_TYPE_Pensioner,2.5999999999999996
902,NAME_INCOME_TYPE_State servant,11.0
903,NAME_INCOME_TYPE_Student,0.0
904,NAME_INCOME_TYPE_Unemployed,0.0
905,NAME_INCOME_TYPE_Working,20.799999999999997
906,WALLSMATERIAL_MODE_Block,1.0
907,WALLSMATERIAL_MODE_Mixed,0.8
908,WALLSMATERIAL_MODE_Monolithic,0.2
909,WALLSMATERIAL_MODE_Others,0.0
910,WALLSMATERIAL_MODE_Panel,2.8
911,"WALLSMATERIAL_MODE_Stone, brick",4.6
912,WALLSMATERIAL_MODE_Wooden,0.0
913,NAME_CONTRACT_TYPE_Cash loans,25.6
914,NAME_CONTRACT_TYPE_Revolving loans,0.0
915,WEEKDAY_APPR_PROCESS_START_FRIDAY,2.4000000000000004
916,WEEKDAY_APPR_PROCESS_START_MONDAY,6.0
917,WEEKDAY_APPR_PROCESS_START_SATURDAY,3.0
918,WEEKDAY_APPR_PROCESS_START_SUNDAY,3.5999999999999996
919,WEEKDAY_APPR_PROCESS_START_THURSDAY,1.4
920,WEEKDAY_APPR_PROCESS_START_TUESDAY,1.6
921,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,3.8
922,FLAG_OWN_CAR_N,0.6000000000000001
923,FLAG_OWN_CAR_Y,0.0
924,FLAG_OWN_REALTY_N,3.8
925,FLAG_OWN_REALTY_Y,0.2
926,CODE_GENDER_F,44.2
927,CODE_GENDER_M,30.599999999999994
928,OCCUPATION_TYPE_Accountants,5.199999999999999
929,OCCUPATION_TYPE_Cleaning staff,1.2000000000000002
930,OCCUPATION_TYPE_Cooking staff,0.2
931,OCCUPATION_TYPE_Core staff,14.8
932,OCCUPATION_TYPE_Drivers,14.0
933,OCCUPATION_TYPE_HR staff,0.0
934,OCCUPATION_TYPE_High skill tech staff,3.2
935,OCCUPATION_TYPE_IT staff,0.0
936,OCCUPATION_TYPE_Laborers,8.8
937,OCCUPATION_TYPE_Low-skill Laborers,1.4
938,OCCUPATION_TYPE_Managers,1.2000000000000002
939,OCCUPATION_TYPE_Medicine staff,4.2
940,OCCUPATION_TYPE_Private service staff,0.6000000000000001
941,OCCUPATION_TYPE_Realty agents,0.0
942,OCCUPATION_TYPE_Sales staff,4.4
943,OCCUPATION_TYPE_Secretaries,0.2
944,OCCUPATION_TYPE_Security staff,0.6000000000000001
945,OCCUPATION_TYPE_Waiters/barmen staff,0.4
946,NAME_FAMILY_STATUS_Civil marriage,2.4
947,NAME_FAMILY_STATUS_Married,43.400000000000006
948,NAME_FAMILY_STATUS_Separated,1.8000000000000003
949,NAME_FAMILY_STATUS_Single / not married,2.6000000000000005
950,NAME_FAMILY_STATUS_Widow,1.0
951,NAME_TYPE_SUITE_Children,0.8
952,NAME_TYPE_SUITE_Family,1.0
953,NAME_TYPE_SUITE_Group of people,0.0
954,NAME_TYPE_SUITE_Other_A,0.2
955,NAME_TYPE_SUITE_Other_B,0.6000000000000001
956,"NAME_TYPE_SUITE_Spouse, partner",1.4
957,NAME_TYPE_SUITE_Unaccompanied,0.6000000000000001
958,NAME_EDUCATION_TYPE_Academic degree,4.0
959,NAME_EDUCATION_TYPE_Higher education,39.6
960,NAME_EDUCATION_TYPE_Incomplete higher,4.6
961,NAME_EDUCATION_TYPE_Lower secondary,1.8
962,NAME_EDUCATION_TYPE_Secondary / secondary special,18.4
963,FONDKAPREMONT_MODE_not specified,0.2
964,FONDKAPREMONT_MODE_org spec account,1.6
965,FONDKAPREMONT_MODE_reg oper account,0.4
966,FONDKAPREMONT_MODE_reg oper spec account,1.8
967,EMERGENCYSTATE_MODE_No,0.2
968,EMERGENCYSTATE_MODE_Yes,0.6000000000000001
969,NAME_HOUSING_TYPE_Co-op apartment,0.4
970,NAME_HOUSING_TYPE_House / apartment,3.6
971,NAME_HOUSING_TYPE_Municipal apartment,5.0
972,NAME_HOUSING_TYPE_Office apartment,2.0
973,NAME_HOUSING_TYPE_Rented apartment,0.4
974,NAME_HOUSING_TYPE_With parents,0.8
975,HOUSETYPE_MODE_block of flats,0.0
976,HOUSETYPE_MODE_specific housing,1.0
977,HOUSETYPE_MODE_terraced house,0.0
978,MODE(bureau.CREDIT_ACTIVE)_Active,1.8000000000000003
979,MODE(bureau.CREDIT_ACTIVE)_Closed,3.0
980,MODE(bureau.CREDIT_ACTIVE)_Sold,0.0
981,MODE(previous_app.NAME_PRODUCT_TYPE)_XNA,1.0
982,MODE(previous_app.NAME_PRODUCT_TYPE)_walk-in,2.8
983,MODE(previous_app.NAME_PRODUCT_TYPE)_x-sell,2.0
984,MODE(bureau.CREDIT_CURRENCY)_currency 1,0.0
985,MODE(bureau.CREDIT_CURRENCY)_currency 2,0.0
986,MODE(previous_app.NAME_CONTRACT_TYPE)_Cash loans,0.8
987,MODE(previous_app.NAME_CONTRACT_TYPE)_Consumer loans,1.0
988,MODE(previous_app.NAME_CONTRACT_TYPE)_Revolving loans,0.8
989,MODE(previous_app.PRODUCT_COMBINATION)_Card Street,0.6000000000000001
990,MODE(previous_app.PRODUCT_COMBINATION)_Card X-Sell,0.6000000000000001
991,MODE(previous_app.PRODUCT_COMBINATION)_Cash,1.8
992,MODE(previous_app.PRODUCT_COMBINATION)_Cash Street: high,3.0
993,MODE(previous_app.PRODUCT_COMBINATION)_Cash Street: low,4.0
994,MODE(previous_app.PRODUCT_COMBINATION)_Cash Street: middle,0.6000000000000001
995,MODE(previous_app.PRODUCT_COMBINATION)_Cash X-Sell: high,3.8000000000000003
996,MODE(previous_app.PRODUCT_COMBINATION)_Cash X-Sell: low,6.199999999999999
997,MODE(previous_app.PRODUCT_COMBINATION)_Cash X-Sell: middle,1.4
998,MODE(previous_app.PRODUCT_COMBINATION)_POS household with interest,1.4000000000000001
999,MODE(previous_app.PRODUCT_COMBINATION)_POS household without interest,4.0
1000,MODE(previous_app.PRODUCT_COMBINATION)_POS industry with interest,6.4
1001,MODE(previous_app.PRODUCT_COMBINATION)_POS industry without interest,0.8
1002,MODE(previous_app.PRODUCT_COMBINATION)_POS mobile with interest,2.2
1003,MODE(previous_app.PRODUCT_COMBINATION)_POS mobile without interest,0.4
1004,MODE(previous_app.PRODUCT_COMBINATION)_POS other with interest,0.0
1005,MODE(previous_app.PRODUCT_COMBINATION)_POS others without interest,0.0
1006,MODE(previous_app.CHANNEL_TYPE)_AP+ (Cash loan),7.2
1007,MODE(previous_app.CHANNEL_TYPE)_Car dealer,0.0
1008,MODE(previous_app.CHANNEL_TYPE)_Channel of corporate sales,10.2
1009,MODE(previous_app.CHANNEL_TYPE)_Contact center,1.0
1010,MODE(previous_app.CHANNEL_TYPE)_Country-wide,1.4
1011,MODE(previous_app.CHANNEL_TYPE)_Credit and cash offices,0.8
1012,MODE(previous_app.CHANNEL_TYPE)_Regional / Local,0.6000000000000001
1013,MODE(previous_app.CHANNEL_TYPE)_Stone,2.0
1014,MODE(previous_app.NAME_GOODS_CATEGORY)_Additional Service,0.0
1015,MODE(previous_app.NAME_GOODS_CATEGORY)_Audio/Video,0.6
1016,MODE(previous_app.NAME_GOODS_CATEGORY)_Auto Accessories,0.2
1017,MODE(previous_app.NAME_GOODS_CATEGORY)_Clothing and Accessories,5.4
1018,MODE(previous_app.NAME_GOODS_CATEGORY)_Computers,1.6
1019,MODE(previous_app.NAME_GOODS_CATEGORY)_Construction Materials,1.0
1020,MODE(previous_app.NAME_GOODS_CATEGORY)_Consumer Electronics,1.4
1021,MODE(previous_app.NAME_GOODS_CATEGORY)_Direct Sales,0.2
1022,MODE(previous_app.NAME_GOODS_CATEGORY)_Education,0.0
1023,MODE(previous_app.NAME_GOODS_CATEGORY)_Fitness,0.0
1024,MODE(previous_app.NAME_GOODS_CATEGORY)_Furniture,12.200000000000003
1025,MODE(previous_app.NAME_GOODS_CATEGORY)_Gardening,0.4
1026,MODE(previous_app.NAME_GOODS_CATEGORY)_Homewares,0.0
1027,MODE(previous_app.NAME_GOODS_CATEGORY)_Insurance,0.0
1028,MODE(previous_app.NAME_GOODS_CATEGORY)_Jewelry,0.4
1029,MODE(previous_app.NAME_GOODS_CATEGORY)_Medical Supplies,0.6000000000000001
1030,MODE(previous_app.NAME_GOODS_CATEGORY)_Medicine,0.6000000000000001
1031,MODE(previous_app.NAME_GOODS_CATEGORY)_Mobile,1.0
1032,MODE(previous_app.NAME_GOODS_CATEGORY)_Office Appliances,0.0
1033,MODE(previous_app.NAME_GOODS_CATEGORY)_Other,0.2
1034,MODE(previous_app.NAME_GOODS_CATEGORY)_Photo / Cinema Equipment,0.4
1035,MODE(previous_app.NAME_GOODS_CATEGORY)_Sport and Leisure,0.2
1036,MODE(previous_app.NAME_GOODS_CATEGORY)_Tourism,0.4
1037,MODE(previous_app.NAME_GOODS_CATEGORY)_Vehicles,0.2
1038,MODE(previous_app.NAME_GOODS_CATEGORY)_Weapon,0.0
1039,MODE(previous_app.NAME_GOODS_CATEGORY)_XNA,0.4
1040,MODE(previous_app.NAME_CLIENT_TYPE)_New,0.6000000000000001
1041,MODE(previous_app.NAME_CLIENT_TYPE)_Refreshed,1.2000000000000002
1042,MODE(previous_app.NAME_CLIENT_TYPE)_Repeater,0.6000000000000001
1043,MODE(previous_app.NAME_CLIENT_TYPE)_XNA,0.0
1044,MODE(previous_app.CODE_REJECT_REASON)_CLIENT,0.2
1045,MODE(previous_app.CODE_REJECT_REASON)_HC,6.2
1046,MODE(previous_app.CODE_REJECT_REASON)_LIMIT,0.4
1047,MODE(previous_app.CODE_REJECT_REASON)_SCO,1.6
1048,MODE(previous_app.CODE_REJECT_REASON)_SCOFR,0.2
1049,MODE(previous_app.CODE_REJECT_REASON)_SYSTEM,0.0
1050,MODE(previous_app.CODE_REJECT_REASON)_VERIF,0.0
1051,MODE(previous_app.CODE_REJECT_REASON)_XAP,1.5999999999999999
1052,MODE(previous_app.CODE_REJECT_REASON)_XNA,0.0
1053,MODE(credit.NAME_CONTRACT_STATUS)_Active,0.0
1054,MODE(credit.NAME_CONTRACT_STATUS)_Completed,0.4
1055,MODE(credit.NAME_CONTRACT_STATUS)_Signed,0.0
1056,MODE(previous_app.NAME_SELLER_INDUSTRY)_Auto technology,0.8
1057,MODE(previous_app.NAME_SELLER_INDUSTRY)_Clothing,1.8
1058,MODE(previous_app.NAME_SELLER_INDUSTRY)_Connectivity,1.2000000000000002
1059,MODE(previous_app.NAME_SELLER_INDUSTRY)_Construction,2.4000000000000004
1060,MODE(previous_app.NAME_SELLER_INDUSTRY)_Consumer electronics,0.8
1061,MODE(previous_app.NAME_SELLER_INDUSTRY)_Furniture,2.8
1062,MODE(previous_app.NAME_SELLER_INDUSTRY)_Industry,1.0
1063,MODE(previous_app.NAME_SELLER_INDUSTRY)_Jewelry,0.0
1064,MODE(previous_app.NAME_SELLER_INDUSTRY)_MLM partners,0.2
1065,MODE(previous_app.NAME_SELLER_INDUSTRY)_Tourism,0.0
1066,MODE(previous_app.NAME_SELLER_INDUSTRY)_XNA,0.4
1067,MODE(previous_app.NAME_PORTFOLIO)_Cards,0.4
1068,MODE(previous_app.NAME_PORTFOLIO)_Cars,0.0
1069,MODE(previous_app.NAME_PORTFOLIO)_Cash,0.8
1070,MODE(previous_app.NAME_PORTFOLIO)_POS,3.0
1071,MODE(previous_app.NAME_PORTFOLIO)_XNA,1.2000000000000002
1072,MODE(previous_app.FLAG_LAST_APPL_PER_CONTRACT)_N,0.0
1073,MODE(previous_app.FLAG_LAST_APPL_PER_CONTRACT)_Y,0.0
1074,MODE(previous_app.NAME_TYPE_SUITE)_Children,1.8
1075,MODE(previous_app.NAME_TYPE_SUITE)_Family,1.2000000000000002
1076,MODE(previous_app.NAME_TYPE_SUITE)_Group of people,0.2
1077,MODE(previous_app.NAME_TYPE_SUITE)_Other_A,0.6000000000000001
1078,MODE(previous_app.NAME_TYPE_SUITE)_Other_B,5.0
1079,"MODE(previous_app.NAME_TYPE_SUITE)_Spouse, partner",0.6000000000000001
1080,MODE(previous_app.NAME_TYPE_SUITE)_Unaccompanied,4.6
1081,MODE(previous_app.NAME_PAYMENT_TYPE)_Cash through the bank,1.2000000000000002
1082,MODE(previous_app.NAME_PAYMENT_TYPE)_Cashless from the account of the employer,0.0
1083,MODE(previous_app.NAME_PAYMENT_TYPE)_Non-cash from your account,0.0
1084,MODE(previous_app.NAME_PAYMENT_TYPE)_XNA,0.6000000000000001
1085,MODE(previous_app.NAME_CONTRACT_STATUS)_Approved,0.8
1086,MODE(previous_app.NAME_CONTRACT_STATUS)_Canceled,2.0
1087,MODE(previous_app.NAME_CONTRACT_STATUS)_Refused,15.799999999999997
1088,MODE(previous_app.NAME_CONTRACT_STATUS)_Unused offer,0.0
1089,MODE(previous_app.WEEKDAY_APPR_PROCESS_START)_FRIDAY,2.0
1090,MODE(previous_app.WEEKDAY_APPR_PROCESS_START)_MONDAY,2.2
1091,MODE(previous_app.WEEKDAY_APPR_PROCESS_START)_SATURDAY,3.8000000000000003
1092,MODE(previous_app.WEEKDAY_APPR_PROCESS_START)_SUNDAY,3.6
1093,MODE(previous_app.WEEKDAY_APPR_PROCESS_START)_THURSDAY,2.4
1094,MODE(previous_app.WEEKDAY_APPR_PROCESS_START)_TUESDAY,1.6
1095,MODE(previous_app.WEEKDAY_APPR_PROCESS_START)_WEDNESDAY,0.6000000000000001
1096,MODE(bureau.CREDIT_TYPE)_Another type of loan,0.4
1097,MODE(bureau.CREDIT_TYPE)_Car loan,3.0
1098,MODE(bureau.CREDIT_TYPE)_Consumer credit,0.8
1099,MODE(bureau.CREDIT_TYPE)_Credit card,1.4000000000000001
1100,MODE(bureau.CREDIT_TYPE)_Loan for business development,0.0
1101,MODE(bureau.CREDIT_TYPE)_Loan for working capital replenishment,0.0
1102,MODE(bureau.CREDIT_TYPE)_Microloan,6.8
1103,MODE(bureau.CREDIT_TYPE)_Mortgage,1.8
1104,MODE(bureau.CREDIT_TYPE)_Unknown type of loan,0.0
1105,MODE(bureau_balance.STATUS)_0,0.6
1106,MODE(bureau_balance.STATUS)_1,0.0
1107,MODE(bureau_balance.STATUS)_5,0.0
1108,MODE(bureau_balance.STATUS)_C,1.2
1109,MODE(bureau_balance.STATUS)_X,0.8
1110,MODE(cash.NAME_CONTRACT_STATUS)_Active,0.0
1111,MODE(cash.NAME_CONTRACT_STATUS)_Approved,0.0
1112,MODE(cash.NAME_CONTRACT_STATUS)_Completed,0.0
1113,MODE(cash.NAME_CONTRACT_STATUS)_Demand,0.0
1114,MODE(cash.NAME_CONTRACT_STATUS)_Returned to the store,0.0
1115,MODE(cash.NAME_CONTRACT_STATUS)_Signed,0.4
1116,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Building a house or an annex,0.0
1117,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Business development,0.0
1118,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Buying a holiday home / land,0.0
1119,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Buying a home,0.0
1120,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Buying a new car,0.0
1121,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Buying a used car,0.0
1122,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Car repairs,0.0
1123,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Education,0.0
1124,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Everyday expenses,0.2
1125,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Furniture,0.4
1126,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Gasification / water supply,0.0
1127,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Hobby,0.0
1128,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Journey,0.0
1129,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Medicine,0.0
1130,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Other,0.2
1131,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Payments on other loans,0.0
1132,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Purchase of electronic equipment,0.8
1133,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Repairs,0.6000000000000001
1134,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Urgent needs,0.0
1135,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_Wedding / gift / holiday,0.0
1136,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_XAP,0.0
1137,MODE(previous_app.NAME_CASH_LOAN_PURPOSE)_XNA,0.6000000000000001
1138,MODE(previous_app.NAME_YIELD_GROUP)_XNA,1.2
1139,MODE(previous_app.NAME_YIELD_GROUP)_high,10.8
1140,MODE(previous_app.NAME_YIELD_GROUP)_low_action,11.8
1141,MODE(previous_app.NAME_YIELD_GROUP)_low_normal,8.0
1142,MODE(previous_app.NAME_YIELD_GROUP)_middle,2.0
1143,MODE(previous_app.MODE(cash.NAME_CONTRACT_STATUS))_Active,0.0
1144,MODE(previous_app.MODE(cash.NAME_CONTRACT_STATUS))_Completed,0.0
1145,MODE(previous_app.MODE(cash.NAME_CONTRACT_STATUS))_Demand,0.0
1146,MODE(previous_app.MODE(cash.NAME_CONTRACT_STATUS))_Returned to the store,0.0
1147,MODE(previous_app.MODE(cash.NAME_CONTRACT_STATUS))_Signed,0.0
1148,MODE(bureau.MODE(bureau_balance.STATUS))_0,0.2
1149,MODE(bureau.MODE(bureau_balance.STATUS))_1,0.0
1150,MODE(bureau.MODE(bureau_balance.STATUS))_5,0.0
1151,MODE(bureau.MODE(bureau_balance.STATUS))_C,2.0
1152,MODE(bureau.MODE(bureau_balance.STATUS))_X,0.6000000000000001
1153,MODE(previous_app.MODE(credit.NAME_CONTRACT_STATUS))_Active,0.0
1154,MODE(previous_app.MODE(credit.NAME_CONTRACT_STATUS))_Completed,0.0
1155,MODE(previous_app.MODE(credit.NAME_CONTRACT_STATUS))_Signed,0.0
